id_flux,date_reception,type_document,id_adherent,id_contrat,collectivite,statut_flux,statut_ged,date_production,date_depot_ged,mode_envoi,batch_id,duree_traitement_sec
FLX-01799,2024-01-20 01:28:13,COURRIER_ADHESION,ADH-186009,CTR-46904978,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-01-20 01:51:53,2024-01-20 03:22:42,COURRIER_POSTAL,BATCH-20240106-66,56.0
FLX-01800,2024-03-11 18:45:12,COURRIER_ADHESION,ADH-839145,CTR-88286110,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-11 19:09:51,,COURRIER_POSTAL,BATCH-20240106-66,27.0
FLX-01801,2024-01-17 23:34:19,RELEVÉ_PRESTATIONS,ADH-633885,CTR-25782546,Mairie de Toulouse,TRAITE,DEPOSE,2024-01-18 00:26:45,2024-01-18 00:41:05,EN_ATTENTE_CHOIX,BATCH-20240106-66,129.0
FLX-01802,2024-02-02 16:09:18,APPEL_COTISATION,ADH-160067,CTR-84984321,SDIS 75,TRAITE,DEPOSE,2024-02-02 16:10:09,2024-02-02 17:09:25,COURRIER_POSTAL,BATCH-20240106-66,117.0
FLX-01803,2024-01-10 09:29:39,CARTE_ADHERENT,ADH-842880,CTR-32311590,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-10 10:26:56,2024-01-10 12:19:50,EN_ATTENTE_CHOIX,BATCH-20240106-66,42.0
FLX-01804,2024-01-16 03:24:56,COURRIER_ADHESION,ADH-672310,CTR-48699372,Mairie de Lyon,TRAITE,DEPOSE,2024-01-16 03:39:32,2024-01-16 05:26:44,DEMATERIALISE,BATCH-20240106-66,108.0
FLX-01805,2024-03-04 02:42:04,COURRIER_ADHESION,ADH-613959,CTR-91799093,Pompiers de Marseille,TRAITE,DEPOSE,2024-03-04 03:28:33,2024-03-04 04:23:42,DEMATERIALISE,BATCH-20240106-66,80.0
FLX-01806,2024-03-23 15:06:16,RELANCE,ADH-312996,CTR-44734874,Conseil Départemental du Nord,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240106-66,
FLX-01807,2024-03-26 20:05:23,APPEL_COTISATION,ADH-999105,CTR-53735691,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-03-26 20:22:54,2024-03-26 21:24:04,EN_ATTENTE_CHOIX,BATCH-20240106-66,58.0
FLX-01808,2024-01-31 16:55:28,COURRIER_ADHESION,ADH-599479,CTR-50769262,Mairie de Lyon,TRAITE,DEPOSE,2024-01-31 17:31:01,2024-01-31 17:39:12,DEMATERIALISE,BATCH-20240106-66,20.0
FLX-01809,2024-03-13 02:20:42,COURRIER_ADHESION,ADH-511998,CTR-66611014,CCAS de Bordeaux,TRAITE,DEPOSE,2024-03-13 02:58:04,2024-03-13 04:46:52,DEMATERIALISE,BATCH-20240106-66,2.0
FLX-01810,2024-01-22 00:25:31,COURRIER_ADHESION,ADH-676070,CTR-40701584,Mairie de Toulouse,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240106-66,
FLX-01811,2024-01-19 11:58:01,APPEL_COTISATION,ADH-565360,CTR-84682585,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-01-19 12:17:13,2024-01-19 12:38:54,DEMATERIALISE,BATCH-20240106-66,98.0
FLX-01812,2024-01-27 20:09:36,RELANCE,ADH-810373,CTR-98924900,EHPAD Les Tilleuls,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-27 20:22:55,,DEMATERIALISE,BATCH-20240106-66,114.0
FLX-01813,2024-02-16 22:53:57,COURRIER_ADHESION,ADH-997148,CTR-48813523,Conseil Départemental de la Gironde,TRAITE,ECHEC_DEPOT,2024-02-16 23:50:53,,DEMATERIALISE,BATCH-20240106-66,42.0
FLX-01814,2024-03-22 15:21:11,COURRIER_ADHESION,ADH-601525,CTR-45738249,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-03-22 15:53:53,2024-03-22 15:58:32,COURRIER_POSTAL,BATCH-20240106-66,164.0
FLX-01815,2024-01-26 03:42:19,COURRIER_ADHESION,ADH-958468,CTR-48412957,Mairie de Toulouse,TRAITE,DEPOSE,2024-01-26 04:03:04,2024-01-26 05:06:33,DEMATERIALISE,BATCH-20240106-66,99.0
FLX-01816,2024-01-06 20:58:45,RELEVÉ_PRESTATIONS,ADH-397486,CTR-19848221,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-06 21:38:54,2024-01-06 21:41:57,DEMATERIALISE,BATCH-20240106-66,167.0
FLX-01817,2024-01-25 00:08:34,COURRIER_ADHESION,ADH-185745,CTR-19595209,Mairie de Paris,TRAITE,DEPOSE,2024-01-25 01:06:12,2024-01-25 01:28:27,DEMATERIALISE,BATCH-20240106-66,177.0
FLX-01818,2024-01-24 23:47:26,RELANCE,ADH-334648,CTR-79596030,CCAS de Bordeaux,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-24 23:54:20,,COURRIER_POSTAL,BATCH-20240106-66,34.0
FLX-01819,2024-01-30 21:05:33,APPEL_COTISATION,ADH-419540,CTR-58009153,CCAS de Bordeaux,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-30 21:22:41,,DEMATERIALISE,BATCH-20240106-66,59.0
FLX-01820,2024-03-18 03:58:19,CARTE_ADHERENT,ADH-214836,CTR-41475557,Mairie de Toulouse,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240106-66,
FLX-01821,2024-03-16 19:32:43,COURRIER_ADHESION,ADH-206998,CTR-23589855,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-16 20:19:30,2024-03-16 21:14:37,COURRIER_POSTAL,BATCH-20240316-67,31.0
FLX-01822,2024-01-24 23:24:35,COURRIER_ADHESION,ADH-150021,CTR-65043234,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-01-25 00:06:32,2024-01-25 00:51:15,DEMATERIALISE,BATCH-20240316-67,163.0
FLX-01823,2024-01-24 10:17:59,APPEL_COTISATION,ADH-562273,CTR-95804850,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-01-24 10:51:57,2024-01-24 12:38:55,DEMATERIALISE,BATCH-20240316-67,161.0
FLX-01824,2024-03-18 04:18:03,RELANCE,ADH-620410,CTR-99473350,Mairie de Lyon,TRAITE,DEPOSE,2024-03-18 04:48:56,2024-03-18 06:14:19,COURRIER_POSTAL,BATCH-20240316-67,33.0
FLX-01825,2024-02-16 23:43:19,APPEL_COTISATION,ADH-230672,CTR-72519622,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-02-17 00:28:53,2024-02-17 01:26:01,DEMATERIALISE,BATCH-20240316-67,88.0
FLX-01826,2024-03-20 05:12:16,CARTE_ADHERENT,ADH-480703,CTR-94363616,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-03-20 05:33:26,2024-03-20 06:08:25,DEMATERIALISE,BATCH-20240316-67,15.0
FLX-01827,2024-02-10 07:35:02,COURRIER_ADHESION,ADH-953268,CTR-28026678,EHPAD Les Tilleuls,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01828,2024-01-29 02:54:06,RELEVÉ_PRESTATIONS,ADH-844875,CTR-77555782,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-29 03:17:25,2024-01-29 04:59:05,COURRIER_POSTAL,BATCH-20240316-67,35.0
FLX-01829,2024-03-25 23:41:23,RELANCE,ADH-524018,CTR-12356869,Conseil Départemental de la Gironde,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01830,2024-02-10 00:47:01,COURRIER_ADHESION,ADH-833121,CTR-27440076,EHPAD Les Magnolias,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01831,2024-03-24 09:13:51,RELEVÉ_PRESTATIONS,ADH-701305,CTR-50898479,EHPAD Les Tilleuls,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01832,2024-01-05 21:53:43,APPEL_COTISATION,ADH-579969,CTR-14674892,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-05 21:56:50,2024-01-05 23:56:39,DEMATERIALISE,BATCH-20240316-67,89.0
FLX-01833,2024-02-21 08:45:46,APPEL_COTISATION,ADH-865709,CTR-92825426,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-21 08:52:19,,DEMATERIALISE,BATCH-20240316-67,96.0
FLX-01834,2024-02-18 02:40:55,APPEL_COTISATION,ADH-811182,CTR-15218354,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-02-18 03:04:45,2024-02-18 04:28:36,DEMATERIALISE,BATCH-20240316-67,22.0
FLX-01835,2024-01-09 02:45:00,RELANCE,ADH-544819,CTR-10320956,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-09 03:00:36,2024-01-09 04:55:50,DEMATERIALISE,BATCH-20240316-67,123.0
FLX-01836,2024-01-30 00:14:49,APPEL_COTISATION,ADH-464833,CTR-57718034,SDIS 75,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-30 00:16:17,,DEMATERIALISE,BATCH-20240316-67,73.0
FLX-01837,2024-01-17 10:44:40,COURRIER_ADHESION,ADH-180291,CTR-60340849,Pompiers de Marseille,TRAITE,DEPOSE,2024-01-17 11:08:49,2024-01-17 11:15:52,DEMATERIALISE,BATCH-20240316-67,114.0
FLX-01838,2024-03-14 01:48:55,COURRIER_ADHESION,ADH-976882,CTR-95842559,Mairie de Toulouse,TRAITE,DEPOSE,2024-03-14 02:48:19,2024-03-14 04:05:11,COURRIER_POSTAL,BATCH-20240316-67,20.0
FLX-01839,2024-02-02 02:16:46,RELEVÉ_PRESTATIONS,ADH-790952,CTR-56157285,CCAS de Bordeaux,TRAITE,DEPOSE,2024-02-02 03:00:37,2024-02-02 03:53:29,DEMATERIALISE,BATCH-20240316-67,61.0
FLX-01840,2024-02-04 17:43:10,COURRIER_ADHESION,ADH-680294,CTR-38130049,Conseil Départemental de la Gironde,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-04 18:42:17,,DEMATERIALISE,BATCH-20240316-67,56.0
FLX-01841,2024-02-22 19:07:34,CARTE_ADHERENT,ADH-728556,CTR-50952882,Conseil Départemental du Nord,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01842,2024-01-12 02:42:58,CARTE_ADHERENT,ADH-412282,CTR-83072793,Pompiers de Marseille,TRAITE,DEPOSE,2024-01-12 03:23:56,2024-01-12 04:57:23,DEMATERIALISE,BATCH-20240316-67,92.0
FLX-01843,2024-03-25 05:39:05,CARTE_ADHERENT,ADH-686686,CTR-21604758,Mairie de Toulouse,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-25 05:50:44,,DEMATERIALISE,BATCH-20240316-67,121.0
FLX-01844,2024-02-02 00:49:58,APPEL_COTISATION,ADH-321163,CTR-15397902,CCAS de Bordeaux,TRAITE,ECHEC_DEPOT,2024-02-02 01:14:15,,DEMATERIALISE,BATCH-20240316-67,149.0
FLX-01845,2024-03-14 08:43:00,RELEVÉ_PRESTATIONS,ADH-775234,CTR-25325317,Conseil Départemental de la Gironde,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01846,2024-01-20 21:23:06,COURRIER_ADHESION,ADH-943660,CTR-22624519,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-20 21:54:06,2024-01-20 22:20:00,COURRIER_POSTAL,BATCH-20240316-67,143.0
FLX-01847,2024-01-03 18:54:14,COURRIER_ADHESION,ADH-949102,CTR-49221816,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-01-03 19:13:54,2024-01-03 21:02:28,DEMATERIALISE,BATCH-20240316-67,96.0
FLX-01848,2024-02-22 17:01:09,COURRIER_ADHESION,ADH-225613,CTR-87939633,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-02-22 17:23:29,2024-02-22 18:56:42,DEMATERIALISE,BATCH-20240316-67,24.0
FLX-01849,2024-03-20 17:38:40,INDU,ADH-202071,CTR-13666608,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-03-20 17:50:26,2024-03-20 17:57:07,DEMATERIALISE,BATCH-20240316-67,162.0
FLX-01850,2024-02-26 15:03:11,APPEL_COTISATION,ADH-605096,CTR-87084786,Conseil Départemental du Nord,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01851,2024-02-04 21:44:17,COURRIER_ADHESION,ADH-210572,CTR-51686514,CCAS de Bordeaux,TRAITE,DEPOSE,2024-02-04 21:49:45,2024-02-04 22:20:23,DEMATERIALISE,BATCH-20240316-67,73.0
FLX-01852,2024-03-17 13:32:42,RELANCE,ADH-872054,CTR-34895487,CCAS de Bordeaux,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-17 13:57:08,,DEMATERIALISE,BATCH-20240316-67,109.0
FLX-01853,2024-01-18 15:38:42,INDU,ADH-238997,CTR-13835351,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-01-18 16:31:17,2024-01-18 17:05:45,DEMATERIALISE,BATCH-20240316-67,179.0
FLX-01854,2024-03-15 17:06:24,RELANCE,ADH-889539,CTR-39427711,Mairie de Lyon,TRAITE,DEPOSE,2024-03-15 17:27:44,2024-03-15 17:36:07,COURRIER_POSTAL,BATCH-20240316-67,91.0
FLX-01855,2024-01-15 09:55:11,RELEVÉ_PRESTATIONS,ADH-186388,CTR-47515386,EHPAD Les Magnolias,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01856,2024-03-28 18:12:53,COURRIER_ADHESION,ADH-720007,CTR-60082595,Conseil Départemental du Nord,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01857,2024-03-22 09:58:30,RELANCE,ADH-742306,CTR-94872006,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-22 10:36:38,2024-03-22 11:23:50,DEMATERIALISE,BATCH-20240316-67,152.0
FLX-01858,2024-02-06 23:16:40,CARTE_ADHERENT,ADH-914049,CTR-72346308,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-06 23:26:02,,DEMATERIALISE,BATCH-20240316-67,113.0
FLX-01859,2024-02-02 12:19:09,RELANCE,ADH-174258,CTR-50586629,Pompiers de Marseille,ERREUR_FORMAT,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01860,2024-02-23 17:47:58,APPEL_COTISATION,ADH-936507,CTR-21934285,Conseil Départemental de la Gironde,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-23 17:55:28,,DEMATERIALISE,BATCH-20240316-67,58.0
FLX-01861,2024-02-23 16:41:24,RELANCE,ADH-751286,CTR-17702137,Conseil Départemental de la Gironde,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01862,2024-01-10 13:41:05,APPEL_COTISATION,ADH-909063,CTR-27988865,CCAS de Bordeaux,TRAITE,DEPOSE,2024-01-10 14:24:44,2024-01-10 15:40:02,EN_ATTENTE_CHOIX,BATCH-20240316-67,173.0
FLX-01863,2024-03-04 06:26:54,COURRIER_ADHESION,ADH-747408,CTR-56045400,EHPAD Les Magnolias,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-04 07:20:48,,COURRIER_POSTAL,BATCH-20240316-67,42.0
FLX-01864,2024-02-23 22:40:10,CARTE_ADHERENT,ADH-817804,CTR-49764446,EHPAD Les Tilleuls,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01865,2024-02-05 15:19:49,RELEVÉ_PRESTATIONS,ADH-983590,CTR-57326321,Mairie de Paris,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01866,2024-03-24 03:59:02,RELEVÉ_PRESTATIONS,ADH-609800,CTR-27616753,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-24 04:57:31,,COURRIER_POSTAL,BATCH-20240316-67,478.0
FLX-01867,2024-01-25 02:45:47,COURRIER_ADHESION,ADH-501099,CTR-32410619,EHPAD Les Tilleuls,ERREUR_FORMAT,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01868,2024-01-29 20:32:06,COURRIER_ADHESION,ADH-670509,CTR-38442257,Mairie de Lyon,TRAITE,DEPOSE,2024-01-29 21:04:51,2024-01-29 21:58:12,DEMATERIALISE,BATCH-20240316-67,175.0
FLX-01869,2024-01-14 07:47:50,COURRIER_ADHESION,ADH-248269,CTR-62683728,SDIS 75,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01870,2024-02-23 15:01:38,APPEL_COTISATION,ADH-468066,CTR-78903148,CCAS de Bordeaux,TRAITE,DEPOSE,2024-02-23 15:04:43,2024-02-23 16:38:35,DEMATERIALISE,BATCH-20240316-67,126.0
FLX-01871,2024-02-07 22:43:21,RELANCE,ADH-133550,CTR-37879899,Conseil Régional de Bretagne,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-07 23:09:53,,COURRIER_POSTAL,BATCH-20240316-67,28.0
FLX-01872,2024-01-15 14:55:14,COURRIER_ADHESION,ADH-376786,CTR-34711115,Conseil Départemental de la Gironde,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240316-67,
FLX-01873,2024-01-16 05:49:49,CARTE_ADHERENT,ADH-730381,CTR-29150754,Mairie de Lyon,TRAITE,DEPOSE,2024-01-16 06:36:19,2024-01-16 08:17:37,COURRIER_POSTAL,BATCH-20240316-67,170.0
FLX-01874,2024-02-13 21:42:15,RELANCE,ADH-517799,CTR-96082133,Pompiers de Marseille,TRAITE,DEPOSE,2024-02-13 22:00:10,2024-02-13 22:44:42,DEMATERIALISE,BATCH-20240316-67,13.0
FLX-01875,2024-02-06 14:38:52,APPEL_COTISATION,ADH-361188,CTR-20086528,EHPAD Les Magnolias,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01876,2024-03-08 10:25:14,CARTE_ADHERENT,ADH-718173,CTR-72286333,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-08 11:01:08,2024-03-08 11:53:36,DEMATERIALISE,BATCH-20240316-67,74.0
FLX-01877,2024-03-19 00:36:42,APPEL_COTISATION,ADH-703826,CTR-23662464,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-19 01:32:48,2024-03-19 02:17:05,COURRIER_POSTAL,BATCH-20240316-67,170.0
FLX-01878,2024-01-17 23:26:19,CARTE_ADHERENT,ADH-424158,CTR-63488607,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-01-17 23:46:27,2024-01-18 00:34:05,COURRIER_POSTAL,BATCH-20240316-67,178.0
FLX-01879,2024-01-11 20:34:36,COURRIER_ADHESION,ADH-905955,CTR-95918265,Mairie de Toulouse,TRAITE,DEPOSE,2024-01-11 21:18:00,2024-01-11 22:45:41,DEMATERIALISE,BATCH-20240316-67,10.0
FLX-01880,2024-03-03 09:30:01,APPEL_COTISATION,ADH-472429,CTR-13391628,Mairie de Toulouse,TRAITE,DEPOSE,2024-03-03 09:40:19,2024-03-03 10:21:14,DEMATERIALISE,BATCH-20240316-67,162.0
FLX-01881,2024-03-09 08:48:01,APPEL_COTISATION,ADH-825903,CTR-20511021,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-03-09 09:08:11,2024-03-09 10:32:42,EN_ATTENTE_CHOIX,BATCH-20240316-67,66.0
FLX-01882,2024-03-23 12:47:18,INDU,ADH-730167,CTR-91027758,CCAS de Bordeaux,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-23 13:47:04,,DEMATERIALISE,BATCH-20240316-67,55.0
FLX-01883,2024-03-07 04:48:06,APPEL_COTISATION,ADH-190629,CTR-59679568,Hôpital Saint-Louis,ERREUR_DONNEES,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01884,2024-03-08 08:39:53,RELANCE,ADH-607704,CTR-81465982,Pompiers de Marseille,TRAITE,DEPOSE,2024-03-08 09:02:32,2024-03-08 10:49:56,COURRIER_POSTAL,BATCH-20240316-67,137.0
FLX-01885,2024-03-03 12:48:06,COURRIER_ADHESION,ADH-438974,CTR-86549638,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-03 13:03:46,,DEMATERIALISE,BATCH-20240316-67,41.0
FLX-01886,2024-03-13 04:33:37,CARTE_ADHERENT,ADH-407682,CTR-16670326,Mairie de Lyon,TRAITE,DEPOSE,2024-03-13 05:20:23,2024-03-13 06:07:24,COURRIER_POSTAL,BATCH-20240316-67,38.0
FLX-01887,2024-01-01 19:52:10,COURRIER_ADHESION,ADH-409454,CTR-40590002,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-01 20:45:50,2024-01-01 21:41:06,DEMATERIALISE,BATCH-20240316-67,33.0
FLX-01888,2024-01-02 09:43:32,COURRIER_ADHESION,ADH-215266,CTR-94497910,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-02 09:49:53,2024-01-02 10:36:17,DEMATERIALISE,BATCH-20240316-67,10.0
FLX-01889,2024-02-13 18:31:59,APPEL_COTISATION,ADH-288362,CTR-39373698,Hôpital Saint-Louis,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240316-67,
FLX-01890,2024-01-03 13:35:24,RELEVÉ_PRESTATIONS,ADH-546850,CTR-18620209,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-01-03 14:09:55,2024-01-03 14:54:01,COURRIER_POSTAL,BATCH-20240316-67,25.0
FLX-01891,2024-03-11 12:09:44,COURRIER_ADHESION,ADH-899131,CTR-42207769,Mairie de Paris,TRAITE,DEPOSE,2024-03-11 13:05:11,2024-03-11 14:02:39,DEMATERIALISE,BATCH-20240311-68,177.0
FLX-01892,2024-02-03 22:32:49,CARTE_ADHERENT,ADH-331241,CTR-88601571,EHPAD Les Tilleuls,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240311-68,
FLX-01893,2024-01-30 07:12:57,RELANCE,ADH-351249,CTR-37010365,Conseil Départemental de la Gironde,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-30 07:43:07,,DEMATERIALISE,BATCH-20240311-68,4.0
FLX-01894,2024-03-02 04:18:11,COURRIER_ADHESION,ADH-166912,CTR-97008921,CCAS de Bordeaux,TRAITE,DEPOSE,2024-03-02 05:03:10,2024-03-02 06:33:49,COURRIER_POSTAL,BATCH-20240311-68,124.0
FLX-01895,2024-03-26 21:24:38,APPEL_COTISATION,ADH-769615,CTR-96371266,Mairie de Lyon,TRAITE,DEPOSE,2024-03-26 21:29:09,2024-03-26 22:06:26,DEMATERIALISE,BATCH-20240311-68,107.0
FLX-01896,2024-01-28 05:32:16,APPEL_COTISATION,ADH-179183,CTR-57137131,SDIS 75,TRAITE,DEPOSE,2024-01-28 05:45:36,2024-01-28 07:19:54,DEMATERIALISE,BATCH-20240311-68,176.0
FLX-01897,2024-02-23 06:06:52,APPEL_COTISATION,ADH-160282,CTR-64932534,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-02-23 06:49:03,2024-02-23 08:06:07,DEMATERIALISE,BATCH-20240311-68,158.0
FLX-01898,2024-03-10 19:31:08,COURRIER_ADHESION,ADH-158249,CTR-36028624,Conseil Régional de Bretagne,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-10 19:57:45,,DEMATERIALISE,BATCH-20240311-68,66.0
FLX-01899,2024-02-21 05:47:09,CARTE_ADHERENT,ADH-662464,CTR-40305957,Mairie de Paris,TRAITE,DEPOSE,2024-02-21 06:05:19,2024-02-21 07:19:31,DEMATERIALISE,BATCH-20240311-68,62.0
FLX-01900,2024-01-17 12:50:10,RELANCE,ADH-632451,CTR-82910830,SDIS 75,TRAITE,DEPOSE,2024-01-17 13:05:55,2024-01-17 15:02:55,COURRIER_POSTAL,BATCH-20240311-68,100.0
FLX-01901,2024-02-10 08:26:45,APPEL_COTISATION,ADH-940642,CTR-21295041,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-02-10 09:12:40,2024-02-10 10:44:39,COURRIER_POSTAL,BATCH-20240210-69,20.0
FLX-01902,2024-03-23 19:27:20,COURRIER_ADHESION,ADH-223844,CTR-70480135,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-23 19:33:15,2024-03-23 21:14:01,DEMATERIALISE,BATCH-20240210-69,26.0
FLX-01903,2024-03-09 23:27:00,RELANCE,ADH-466731,CTR-22457997,Pompiers de Marseille,TRAITE,DEPOSE,2024-03-09 23:56:58,2024-03-10 00:18:29,DEMATERIALISE,BATCH-20240210-69,119.0
FLX-01904,2024-02-20 13:01:10,COURRIER_ADHESION,ADH-855640,CTR-59182178,CCAS de Bordeaux,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240210-69,
FLX-01905,2024-02-03 03:44:34,APPEL_COTISATION,ADH-434123,CTR-73652457,Pompiers de Marseille,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240210-69,
FLX-01906,2024-01-10 22:31:39,COURRIER_ADHESION,ADH-703148,CTR-34932710,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-10 23:01:48,2024-01-10 23:14:29,DEMATERIALISE,BATCH-20240210-69,168.0
FLX-01907,2024-03-08 01:05:18,RELEVÉ_PRESTATIONS,ADH-252215,CTR-61631421,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-03-08 01:19:24,2024-03-08 01:40:21,DEMATERIALISE,BATCH-20240210-69,117.0
FLX-01908,2024-01-03 20:51:39,CARTE_ADHERENT,ADH-891352,CTR-82477770,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-03 21:12:02,,DEMATERIALISE,BATCH-20240210-69,45.0
FLX-01909,2024-02-27 18:15:11,COURRIER_ADHESION,ADH-707199,CTR-51076670,CCAS de Bordeaux,TRAITE,DEPOSE,2024-02-27 18:22:38,2024-02-27 20:19:42,DEMATERIALISE,BATCH-20240210-69,151.0
FLX-01910,2024-02-19 05:09:56,COURRIER_ADHESION,ADH-924428,CTR-97557215,SDIS 75,TRAITE,DEPOSE,2024-02-19 05:43:27,2024-02-19 07:10:35,DEMATERIALISE,BATCH-20240210-69,164.0
FLX-01911,2024-03-17 21:25:38,COURRIER_ADHESION,ADH-504964,CTR-87257471,CCAS de Bordeaux,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240210-69,
FLX-01912,2024-02-07 05:20:09,INDU,ADH-456215,CTR-52539404,SDIS 75,ERREUR_FORMAT,NON_APPLICABLE,,,EN_ATTENTE_CHOIX,BATCH-20240210-69,
FLX-01913,2024-02-07 04:46:57,RELEVÉ_PRESTATIONS,ADH-147252,CTR-52774634,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-02-07 05:02:13,2024-02-07 06:08:44,COURRIER_POSTAL,BATCH-20240210-69,172.0
FLX-01914,2024-01-21 22:43:09,CARTE_ADHERENT,ADH-556395,CTR-76354192,EHPAD Les Magnolias,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-21 23:03:13,,COURRIER_POSTAL,BATCH-20240210-69,116.0
